IRIS;LIBIRIS;COM;LIBCOM;DEC_PIMP14;DEC_TP6014;DEC_Q114;DEC_MED14;DEC_Q314;DEC_EQ14;DEC_D114;DEC_D214;DEC_D314;DEC_D414;DEC_D614;DEC_D714;DEC_D814;DEC_D914;DEC_RD14;DEC_S80S2014;DEC_GI14;DEC_PTSA14;DEC_PCHO14;DEC_PBEN14;DEC_PPEN14;DEC_PAUT14;note
550290106;Centre-Ville;55029;Bar-le-Duc;51,8;27,9;11148;18586;27946;0,9;4018;9658;12986;15714;21558;25646;30128;40308;10;12;0,4;52,5;2,8;8;32,2;4,5;0
555450101;Glorieux Saint-Barthelemy;55545;Verdun;;;14338;20856;29518;0,7;8584;12734;15878;18506;23412;27598;32024;42056;4,9;6,6;0,3;54,1;2,3;8,9;29,5;5,2;0
555450102;Centre-Ville(partie) Cite Verte;55545;Verdun;40,4;42,1;6800;14302;23482;1,2;522;5744;8838;11542;17350;21430;25340;33492;64,2;28,5;0,5;53,5;3,2;5;32,5;5,8;0
555450103;au Pre l'Eveque Anthouard;55545;Verdun;43,2;38,8;7408;15104;24498;1,1;610;5730;9288;12570;17906;21994;27276;41756;68,5;31,1;0,5;51,2;4,2;12,4;26,8;5,4;0
555450104;Centre-Ville(partie);55545;Verdun;48,8;29,2;10922;18152;25976;0,8;4010;9504;12500;15556;20890;24180;28096;37234;9,3;11,4;0,4;54,5;2,8;7;31,4;4,3;0
555450105;au Dieu du Trice Cite Kennedy Louis Best;55545;Verdun;57,8;25,2;12164;19388;26532;0,7;5566;10620;13908;17102;21810;24540;28658;35922;6,5;8;0,3;47,5;2,5;3,1;41,7;5,2;0
555450106;Les Planchettes Champ Claudine;55545;Verdun;;;1516;8424;15136;1,6;0;594;3172;6206;10746;13576;16508;22288;;488,1;0,5;51,5;6,3;0,9;40;1,3;0
555450107;Les Grandes Plantes Faubourg Pave;55545;Verdun;58,4;20,7;13738;20532;28078;0,7;5716;11560;15054;17888;22856;26026;30886;39506;6,9;8;0,3;46,4;2,3;5,6;39,9;5,8;0
555450108;Faubourg Souville;55545;Verdun;56,1;21,5;13142;18762;25010;0,6;8888;11834;14184;16840;21224;23536;26766;35192;4;5,6;0,3;56,4;2,4;6,6;30;4,6;0
560070101;La Gare;56007;Auray;46,8;29;11066;17916;24420;0,7;5260;9488;12490;15242;20250;22712;26522;32192;6,1;7,6;0,3;54,2;5,1;4,2;32,3;4,2;0
560070102;Kerdrain-Kerudo;56007;Auray;;;9966;16712;25050;0,9;4654;8474;11208;13614;19666;23080;27404;34232;7,4;9,8;0,4;48,9;4,6;6,4;35,7;4,4;0
560070103;Za Sud Ouest;56007;Auray;53,1;20,9;13490;18794;25546;0,6;6508;11730;14688;16878;21192;23594;27936;32630;5;6,2;0,3;56,3;4,7;7,7;27,8;3,5;0
560070104;Zone Sud-Saint Goustan;56007;Auray;64,7;15,5;15675;23758;33518;0,8;9436;13896;17390;20522;26946;30850;36472;45496;4,8;6,3;0,3;38,8;2,5;7,3;43,8;7,6;0
560070105;Centre Ville Historique;56007;Auray;53,7;23,9;12466;19692;28726;0,8;7024;10818;14198;16906;22848;26694;32720;41470;5,9;8,7;0,4;39,9;3,7;6,6;41,4;8,4;0
560780101;Bourg;56078;Guidel;;;16014;22086;30028;0,6;10328;14148;17542;19828;24488;27674;32738;40638;3,9;5,2;0,3;55,6;3,1;4,8;32,6;3,9;0
560780102;Plages;56078;Guidel;72,6;7,6;18198;24940;33310;0,6;13600;17302;19716;22462;27754;31132;36626;44804;3,3;4,2;0,3;56,3;3;6,8;27,3;6,6;0
560780103;Rural 1;56078;Guidel;69,6;9,2;16964;23304;31866;0,6;12798;15764;18366;21032;26110;29600;34150;42518;3,3;4,2;0,3;54,3;2,7;6,5;32,1;4,4;0
560780104;Rural 2;56078;Guidel;74,7;;18330;24490;33424;0,6;13958;17184;19468;21942;27482;31462;35548;44498;3,2;4;0,3;57,9;2,4;7,8;26,4;5,5;0
560830101;Centre ville Kerlano;56083;Hennebont;51,9;20,5;13596;19178;25492;0,6;7418;11980;14834;17026;21370;24050;27756;34130;4,6;6,2;0,3;53,7;3,7;6,8;31,6;4,2;0
560830102;Langroix Talhouet St-Gilles;56083;Hennebont;;;15762;20554;26482;0,5;11170;14538;16634;18790;22582;25168;28254;34060;3;3,7;0,2;61;3,6;3,4;28,4;3,6;0
560830103;Kerihouais;56083;Hennebont;47,7;29;11038;17362;23574;0,7;5324;9402;12544;15235;19606;22150;25310;30280;5,7;7,3;0,3;56,6;5,1;2,8;32,4;3,1;0
560830105;Rive droite;56083;Hennebont;56,3;17,5;14694;20578;26674;0,6;9278;13068;15994;18300;22762;24948;28470;34376;3,7;5,3;0,3;54;3,4;5;34;3,6;0
560980101;Kerentrech;56098;Lanester;47,7;22,2;13154;18444;24862;0,6;7192;11222;14531;16606;21026;23202;26786;33024;4,6;6;0,3;58,2;4,7;3,7;30,4;3;0
560980102;Notre Dame du Pont;56098;Lanester;56,4;16,3;14348;19156;25526;0,6;9212;13230;15426;17378;21394;24230;27046;32282;3,5;4,1;0,3;57,2;3,5;3,1;33,4;2,8;0
560980103;Parc des Expositions;56098;Lanester;47,2;28,2;11192;17476;23346;0,7;4380;9432;12752;15002;19388;21932;24660;29352;6,7;8,1;0,3;51,1;4,1;3,9;38;2,9;0
560980104;Centre Ville;56098;Lanester;36,5;44,7;6977;13619;20008;1;2012;5508;8538;10944;15850;18430;21408;26138;13;13,4;0,4;57,4;6,2;1,5;32,7;2,2;0
560980105;Touleno;56098;Lanester;46,9;25,6;11876;17536;22130;0,6;6662;10162;13094;15736;19344;20960;23922;28548;4,3;5,5;0,3;53,7;4,4;1,7;38,5;1,7;0
560980106;Chantiers;56098;Lanester;49,8;26;11804;17966;24928;0,7;3900;9818;13588;16211;20395;23144;26156;30864;7,9;8,1;0,3;57,6;5;2,6;32,2;2,6;0
560980107;Touldrain;56098;Lanester;;;11468;16842;22484;0,7;5862;9880;12510;15028;18888;20960;24130;29538;5;6;0,3;48,6;5,7;3,5;40,5;1,7;0
560980108;Lann Gazec;56098;Lanester;45,2;31,1;9498;17178;23646;0,8;4420;8356;12054;14604;19458;22028;26358;33136;7,5;9,6;0,4;48,6;5,3;2,1;41,5;2,5;0
560980109;Le Penher;56098;Lanester;49,7;24,3;12583;18024;23274;0,6;6194;11154;13724;16426;20160;22330;24854;30830;5;6;0,3;61,2;4,9;2,5;28,7;2,7;0
560980110;Le Plessis;56098;Lanester;53,5;24,8;12308;19094;24958;0,7;5950;10602;14100;16728;21284;23728;26800;32786;5,5;6,4;0,3;47,8;4,7;1,9;43,5;2,1;0
560980111;Campagne;56098;Lanester;66,5;11,4;16072;21988;28708;0,6;11452;15114;17172;19324;24060;27000;30482;36806;3,2;4;0,3;63,3;3,8;4,9;24,2;3,8;0
561210101;Arsenal Maritime;56121;Lorient;54,7;22,5;13038;19116;26280;0,7;6376;11106;14416;16742;21724;24820;28398;34874;5,5;7;0,3;56,8;4,6;3,2;31,6;3,8;1
561210102;Aristide Briand;56121;Lorient;61,1;21,4;13385;19878;28271;0,7;6732;11782;15134;17714;22896;26100;31328;39268;5,8;7,2;0,3;55,9;4,1;5,4;27,4;7,2;0
561210103;l'Orientis;56121;Lorient;52,7;25,7;12108;18646;25466;0,7;4556;10180;13586;16276;21180;23872;27632;35266;7,7;9,2;0,4;45,7;3,7;4,8;41,2;4,6;0
561210301;Dupuy de Lome;56121;Lorient;53,4;24,6;12292;19820;28206;0,8;5608;10452;14430;17528;23288;26478;30492;37980;6,8;8,3;0,3;54;3,1;5,7;33,1;4,1;0
561210302;Hopital Kerforn;56121;Lorient;54,9;24;12400;19006;26130;0,7;6302;10864;13762;16430;21500;24392;28218;34820;5,5;7,1;0,3;54,1;3,6;3,4;35,1;3,8;0
561210303;Lanveur Kerfichant;56121;Lorient;52,1;25,4;12086;18056;24230;0,7;6206;10386;13424;15838;19874;22296;26062;31724;5,1;6,3;0,3;63,1;4,1;3,2;27,4;2,2;0
561210401;Paul Guieysse;56121;Lorient;49,7;26,1;11422;18720;27124;0,8;4612;9656;13658;16118;21602;25144;29922;37068;8;10;0,4;55,8;4,2;5,1;31,2;3,7;0
561210402;Manio;56121;Lorient;57,1;18,5;14082;20110;28638;0,7;7916;12604;15440;17800;23014;26666;30984;38466;4,9;6,4;0,3;54,9;3,7;6,2;30,6;4,6;0
561210403;Etienne Dolet;56121;Lorient;55,9;24,4;12558;19850;26962;0,7;4406;10664;13972;17014;22288;25216;29570;37280;8,5;9,8;0,4;56,4;3,4;4,2;31,9;4,1;0
561210404;Keryado;56121;Lorient;55;19,2;13938;20278;27426;0,7;8392;12450;15310;17595;23013;25868;29643;36090;4,3;5,6;0,3;54,2;4,2;6,2;31,7;3,7;0
561210501;Saint-Armel;56121;Lorient;39,3;40,5;8694;14278;19892;0,8;4010;7674;9730;12060;16122;18796;20850;24614;6,1;7,3;0,3;63,5;6;1,4;27,6;1,5;0
561210502;Parc du Scorff;56121;Lorient;;;2636;7676;14628;1,6;0;1238;3374;5530;10174;13110;16410;20938;;117,2;0,5;46,9;8,1;1,3;42;1,7;0
561210601;Kerletu;56121;Lorient;61,7;14,5;16004;21160;27362;0,5;10346;14744;17254;19170;23068;25922;29230;34342;3,3;4;0,3;43,5;3;2,6;47,2;3,7;0
561210602;Bourgneuf;56121;Lorient;34,2;46;6646;13280;19554;1;2000;5314;7974;10614;15898;18282;21232;25670;12,8;13,3;0,4;58,7;6,8;4,1;28,8;1,6;0
561210701;Kervenanec Nord;56121;Lorient;26,8;59,2;3710;9856;16820;1,3;0;2252;4760;7512;12510;15210;18324;22266;;49,2;0,4;;;;;;0
561210702;Kervenanec Sud;56121;Lorient;31,5;49,1;7082;12460;18816;0,9;2808;5748;8692;10472;14986;17622;20218;24932;8,9;11;0,4;54,4;5,4;2,7;36,3;1,2;0
561210703;Kreisker;56121;Lorient;63,3;;16826;22368;29968;0,6;11962;15588;18514;20704;24766;27830;31580;38074;3,2;4,2;0,3;53,2;2,3;4,9;35;4,6;0
561210704;Le Ter;56121;Lorient;64,6;13;15854;21805;28010;0,6;10848;14526;16924;19524;24148;26466;29956;36056;3,3;4,2;0,3;41,4;2,4;4,4;48,2;3,6;0
561210902;Merville;56121;Lorient;61,2;15,6;15406;22650;32628;0,8;9206;13858;17086;19920;26040;30178;35658;46858;5,1;7,3;0,4;55,4;2,8;8;27,2;6,6;0
561210903;Polygone;56121;Lorient;29,7;56,5;3148;10298;19104;1,5;0;1556;4246;7214;13478;16900;20990;27880;;184,9;0,5;48,3;6;2,7;37,9;5,1;0
561210904;Chant des Oiseaux;56121;Lorient;62,5;13,1;15722;21700;29776;0,6;10240;14286;17006;19242;24154;27560;32122;41870;4,1;5,2;0,3;55,1;3,1;7,3;30,2;4,3;0
561210905;Nouvelle Ville;56121;Lorient;62,5;16,8;15066;22032;31768;0,8;8808;13198;16494;19604;25066;29568;35158;44946;5,1;6,7;0,3;51,8;3,4;5,8;31,8;7,2;0
561210906;Quai de Rohan;56121;Lorient;31,7;46,3;5874;12912;19442;1,1;796;4518;7576;10692;15426;17756;22048;27186;34,2;25,1;0,5;44,1;5,8;3,8;42,1;4,2;0
561620101;Lomener-Kerroch-Kerpape;56162;Ploemeur;68,7;9,3;17298;24932;35046;0,7;12502;16038;18702;21742;28718;32862;37886;48700;3,9;5,2;0,3;46,1;3,2;5,8;38,1;6,8;0
561620102;Kervam-St Deron;56162;Ploemeur;;;19644;27024;36394;0,6;13910;17758;21342;24294;30646;33794;40242;49926;3,6;4,6;0,3;44,6;2,3;10,5;33,8;8,8;0
561620103;Keraude-Breuzent-Kerabus;56162;Ploemeur;70,5;10,6;18070;24128;31994;0,6;11948;16780;19706;21756;26616;29762;34750;44108;3,7;4,6;0,3;53,4;2,8;6,6;31,7;5,5;0
561620105;Le Fort Bloque-Le Couregant-Lannenec;56162;Ploemeur;74,4;7,5;19316;27692;36586;0,6;13798;17744;20830;24142;30496;34142;39468;48658;3,5;4,7;0,3;47,1;2,3;7,6;34;9;0
561620106;Centre Ville Sud Ouest;56162;Ploemeur;;;15519;21668;28262;0,6;8298;13438;16760;19142;24356;26408;29975;36240;4,4;5,4;0,3;42,9;2,9;2,5;48,4;3,3;0
561620107;Centre Ville Sud Est;56162;Ploemeur;64,1;11;16336;21822;29156;0,6;11846;14812;17516;19516;25024;27426;32022;38686;3,3;4,4;0,3;41,4;1,9;3,7;47,7;5,3;0
561620108;Centre Ville Nord Est;56162;Ploemeur;65,9;11,6;16522;23698;31729;0,6;11136;15204;18286;20888;26428;29800;34598;43890;3,9;5,1;0,3;42,6;2,2;7,2;42,2;5,8;0
561620109;Centre Ville Nord Ouest;56162;Ploemeur;64,8;12,8;16824;22460;30380;0,6;10218;15060;17828;19930;25156;28686;32976;41340;4;4,7;0,3;44,7;2,3;5;43;5;0
561780101;Centre Ville;56178;Pontivy;51,2;26,4;11610;18726;27120;0,8;5874;10018;13606;16270;22072;25184;30364;39724;6,8;9,7;0,4;52,5;3,1;9,4;27,6;7,4;0
561780102;Chateau Gaillard;56178;Pontivy;64,2;13,6;16250;22130;30096;0,6;10570;14970;17502;19802;24633;27586;32768;46064;4,4;6,1;0,3;52,2;1,7;5,7;31,9;8,5;0
561780103;Keropert;56178;Pontivy;;;12784;18694;24734;0,6;5876;10162;14114;16426;20884;23430;26458;32886;5,6;7,6;0,3;53,4;3,4;4,5;34,6;4,1;0
561780104;Kerjalotte;56178;Pontivy;51,4;30,1;10350;17944;25150;0,8;4266;7786;12188;15139;20388;23412;27256;34218;8;10,8;0,4;56,9;3,6;5,3;30,7;3,5;0
561780105;Treleau-Four ˆ Chaux;56178;Pontivy;58,2;17,6;14678;20588;27784;0,6;8674;13022;15974;18290;23020;25960;29880;36984;4,3;5,9;0,3;53,5;2,2;3,9;34,4;6;0
562060101;Centre Bourg;56206;Saint-Av_;68,1;10,5;17612;22948;29812;0,5;12058;16428;18840;20918;25056;27678;31396;38646;3,2;4,1;0,3;48,3;2,2;4,1;40,5;4,9;0
562060102;Peri Centre;56206;Saint-Av_;;;14182;20562;27650;0,7;8990;12598;15494;18272;22968;25742;30186;38120;4,2;5,4;0,3;62,8;3,3;5,5;24,1;4,3;0
562060103;Berval Lesvellec;56206;Saint-Av_;70,3;11,8;17194;22662;29988;0,6;11532;16224;18516;20494;24980;27722;31710;39938;3,5;4,2;0,3;56,5;2;4,6;32;4,9;0
562600103;M_nimur 1;56260;Vannes;16,9;78,4;1706;6116;11626;1,6;0;826;2846;4608;7758;10118;12988;18842;;205,5;0,5;56,3;9,8;4;28,7;1,2;0
562600104;St-Guen- Bilaire- M_nimur pavillonnaire;56260;Vannes;57,8;19,9;13908;20160;27550;0,7;6436;12210;15456;17450;22766;25940;29552;35218;5,5;6,4;0,3;52,3;3,1;3,4;37,9;3,3;0
562600105;M_nimur 2;56260;Vannes;40,1;46,7;7006;13210;19724;1;2290;5794;7592;10136;15566;18136;21880;27168;11,9;12,3;0,4;49,7;5,7;1,6;40,9;2,1;0
562600107;Le Pargo-La Mare-Bois de Vincin;56260;Vannes;62;20,5;14126;22452;32844;0,8;7854;11994;16086;18678;25786;29690;36442;49446;6,3;9,1;0,4;47,8;2,8;5,5;36,2;7,7;0
562600108;Le Bondon;56260;Vannes;62,8;19,1;14620;20960;28562;0,7;7422;12338;15964;18986;23696;26450;30654;38718;5,2;6,2;0,3;55,4;3,1;3,1;34,8;3,6;0
562600109;Rohan;56260;Vannes;61,3;19,2;15026;23100;33310;0,8;6556;12568;16750;19948;26528;31010;37188;50122;7,6;9,5;0,4;40,2;2,1;8,8;42,4;6,5;0
562600110;Kerouer-Nord gare;56260;Vannes;51,2;23,6;12624;19870;27230;0,7;6522;11062;14354;17004;22148;25316;29648;37266;5,7;7,5;0,3;51,3;3,6;3,5;37,3;4,3;0
562600111;Grande murailles-Boismoreau;56260;Vannes;55,7;20,8;13790;20455;28686;0,7;7096;11872;15336;17972;23548;26542;31016;40080;5,6;7,8;0,4;54,1;3,3;5,4;30,3;6,9;0
562600115;Beaupr_-La Lande Le Hesqueno-Grasdor;56260;Vannes;63,9;14,9;15508;22434;30864;0,7;9822;13766;16962;19672;25784;29240;33178;40226;4,1;5,2;0,3;59,5;3,2;4,8;27,7;4,8;0
562600116;Bernus- Kergypt- Keruzen- Campen;56260;Vannes;68,6;11,4;18206;26246;37106;0,7;11474;16288;19892;22838;29902;34318;40610;54348;4,7;6,9;0,4;46,6;1,9;9,5;34,7;7,3;0
562600117;Ouest p_ri centre ville;56260;Vannes;59,8;18,8;14619;22300;34732;0,9;7175;12822;16697;19262;25912;31486;38172;51555;7,2;9;0,4;40,1;2,6;7,6;42;7,7;0
562600118;Intra Muros;56260;Vannes;62,2;;15218;22626;35178;0,9;7624;13222;16760;19732;26863;30958;37867;49604;6,5;8,7;0,4;46,9;3;9,8;30;10,3;0
562600119;Est p_ri centre ville;56260;Vannes;53,9;22,4;12992;19796;30406;0,9;6350;11314;14356;16992;23010;27522;33380;43896;6,9;9,9;0,4;42,8;3,4;6,3;40,5;7;0
562600121;Kercado 1;56260;Vannes;;;2412;6026;11462;1,5;0;1328;3410;4880;7932;10376;12774;17344;;85,9;0,5;57,2;9,9;0,9;30,8;1,2;0
562600122;Kercado 2;56260;Vannes;40,1;50,7;4472;12008;20414;1,3;660;3588;5708;8008;15096;18750;21946;27775;42,1;24,2;0,4;47,3;5,3;2,8;42,6;2;0
562600123;Cliscou‘t;56260;Vannes;41,7;33,4;10248;15454;21352;0,7;5636;9166;11478;13450;17718;19698;22690;27564;4,9;5,9;0,3;59;4,9;1,4;33,1;1,6;0
562600124;Conleau;56260;Vannes;59,5;21,6;13628;22690;34676;0,9;6096;11494;15830;19222;26706;32112;37770;46782;7,7;9,6;0,4;44,6;3,3;6;39,8;6,3;0
562600125;Trussac;56260;Vannes;72,3;9,1;18620;26566;36812;0,7;12584;16696;20144;23580;29972;34092;39968;52370;4,2;5,4;0,3;44;2;7,1;39,8;7,1;0
562600126;Rive gauche du port;56260;Vannes;66,9;;16584;26024;36924;0,8;8816;15148;18918;22658;29354;33784;42644;59066;6,7;9,6;0,4;34,8;2,2;9,5;42,7;10,8;0
562600127;Tohannic;56260;Vannes;71;10,5;18082;25542;37102;0,7;11836;16780;19704;22726;29606;34074;40880;52664;4,4;5,7;0,3;52,1;2,5;7,7;31;6,7;0
570190101;Centre;57019;Amn_ville;50;15,7;14406;19616;26458;0,6;9322;13318;15380;17362;22072;25162;28886;34444;3,7;4,7;0,3;50;4,2;2,4;27,8;15,6;0
570190102;Est;57019;Amn_ville;43,4;21,6;13024;17450;22900;0,6;8122;11576;14226;15986;19300;21460;24234;29550;3,6;4,4;0,3;48,9;4,3;1,7;35,7;9,4;0
570190103;Ouest;57019;Amn_ville;54,5;19,5;14212;21276;28196;0,7;7678;12380;15422;18334;23410;26414;30122;37248;4,9;5,9;0,3;58,4;3,9;1,9;17,9;17,9;0
571600102;Cite Maroc;57160;Creutzwald;;;5598;10794;17620;1,1;1294;4564;6680;8788;13544;16238;19296;23882;18,5;16;0,4;;;;;;0
571600103;Neuland Sud Breckelberg;57160;Creutzwald;44,4;27,1;11436;16872;22928;0,7;5618;9968;12754;14756;18764;21264;24858;29888;5,3;6,7;0,3;54,3;5;1,3;34,2;5,2;0
571600105;Breckelberg;57160;Creutzwald;;;7627;13646;20562;0,9;2274;6216;8830;11254;16286;18970;22892;28826;12,7;12,7;0,4;50,3;5;1,4;39,8;3,5;0
571600106;Houvergarten Centre-Ville;57160;Creutzwald;54,4;25,3;12074;18592;26572;0,8;6330;10028;13550;16290;21664;24794;28998;35794;5,7;7,4;0,3;54,9;4,5;4,2;31,3;5,1;0
571600107;Belle-Vue Garang;57160;Creutzwald;54;21,3;13484;19610;26616;0,7;7144;11900;15010;17478;21806;24908;28730;36530;5,1;6,3;0,3;51,3;4,1;1,7;39,5;3,4;0
571600108;Beau-Site Fatima;57160;Creutzwald;44,6;31,8;10188;17110;24074;0,8;4608;8772;11780;14518;19478;22116;26390;31732;6,9;8,7;0,4;46,8;4,5;2,6;42,5;3,6;0
572060101;Bouvreuils Cerisaie Hetres;57206;Fameck;42,3;22,4;12670;18132;24872;0,7;7554;11704;13848;15878;20584;23606;26704;32412;4,3;5,2;0,3;38,7;3,4;0,8;32,8;24,3;0
572060102;Cites Bosment Oury Sud;57206;Fameck;;;13440;17854;24110;0,6;9458;12206;14268;15676;20140;22444;25744;31124;3,3;4,3;0,3;39,6;2,9;1;31,7;24,8;0
572060103;Remelange Ouest;57206;Fameck;27,8;42;8214;13588;19394;0,8;2550;6910;9166;11750;16006;18138;21690;26868;10,5;11,4;0,4;;;;;;0
572060105;Remelange Est;57206;Fameck;18,7;54,7;5175;10844;16052;1;800;4278;6214;8238;12996;14900;17342;22156;27,7;18,2;0,4;;;;;;0
572060106;Le Haut Chemin;57206;Fameck;28,5;54,2;6022;11568;18048;1;1820;4782;7528;9338;13502;16516;20026;25048;13,8;15,4;0,4;;;;;;0
572060107;Budange Edange Les Chenes;57206;Fameck;54;15,5;15322;22142;30762;0,7;9230;13520;16820;19622;25706;28948;33680;43932;4,8;6,2;0,3;38,2;2,6;4,5;23,6;31,1;0
572060108;Morlange Bel-Air Bertrand Nord;57206;Fameck;46,8;24,8;12380;18730;26444;0,8;7452;10818;13980;16474;21524;25092;28754;35320;4,7;5,9;0,3;40,5;3,4;2,5;26,2;27,4;0
572210102;College Languedoc Ecoles;57221;Florange;46,8;25;12170;19270;26386;0,7;6526;11102;13674;16988;21994;24728;28438;34780;5,3;7;0,3;44,1;3,3;3;22,8;26,8;0
572210103;Centre-Ville;57221;Florange;44,1;21,9;13087;18976;26202;0,7;7740;11602;14118;16750;21264;24248;28218;33986;4,4;5,6;0,3;41,6;3,7;2;22,1;30,6;0
572210105;Limousin Aquitaine Oury-Sud;57221;Florange;39,3;24,6;12340;18868;26470;0,7;6517;10518;13731;16096;21352;24755;28562;35071;5,4;7,1;0,3;37;3,7;1;26,6;31,7;0
572210106;Poncelet,Le Bon Robert, Luxembourg;57221;Florange;40,5;31,3;10574;17348;24734;0,8;5454;9366;11900;14634;19762;22658;26774;33696;6,2;8;0,4;40,6;3,4;1,5;31,9;22,6;0
572270101;Quartier du Bruch;57227;Forbach;40,3;39,4;7036;14858;21876;1;0;4466;9250;12244;17348;20038;23802;30774;;45,4;0,4;54,8;4,5;1,8;35,7;3,2;0
572270102;Marienau(partie) Kobenberg;57227;Forbach;48,7;23,3;12462;18384;24442;0,7;7330;11140;13800;15698;20588;22674;26464;32282;4,4;6,1;0,3;52,8;4,6;4,2;34,7;3,7;0
572270103;Marienau(partie);57227;Forbach;;;;;;;;;;;;;;;;;;;;;;;2
572270104;Wiesberg-Hommel(partie);57227;Forbach;32,9;51,3;6644;11962;18492;1;1824;5238;7870;10148;14406;16600;20796;27296;15;16,9;0,4;44,5;6;2,4;43,7;3,4;0
572270105;Wiesberg(partie);57227;Forbach;;;3598;8250;13072;1,1;162;2686;5286;6848;9704;11690;14572;18176;112,2;28;0,4;;;;;;0
572270106;Bellevue(partie);57227;Forbach;41,6;45,6;6492;13918;25734;1,4;960;4854;8154;10546;18286;22401;28396;38152;39,7;25,9;0,5;67,9;4,9;2,6;21,8;2,8;0
572270107;Cite du Kreutzberg;57227;Forbach;49,5;20,2;13572;18612;24850;0,6;8950;12072;14912;16582;20756;23324;27372;35000;3,9;5,6;0,3;45,2;2,9;5,6;42,3;4;0
572270108;Bellevue(partie);57227;Forbach;44;42,7;7881;14715;23711;1,1;2028;6134;9150;11572;17665;21430;26310;32192;15,9;15,8;0,4;54,9;5,4;4;32,3;3,4;0
572270109;Centre(partie);57227;Forbach;41,9;45,5;5848;13708;24352;1,3;116;4002;7674;10700;17350;21396;27794;36982;318,8;44,3;0,5;53,8;5;6,7;28,1;6,4;0
572270110;Centre(partie) La Petite Foret;57227;Forbach;44,9;34,7;9130;16212;26794;1,1;2970;7794;10762;13766;19297;24202;30724;44280;14,9;18;0,5;46,3;3,6;9,9;33,8;6,4;0
572400101;Cite de la Chapelle(partie);57240;Freyming-Merlebach;24,7;57,8;6238;10668;16762;1;2250;4824;7380;9082;12894;15666;18278;23206;10,3;12,4;0,4;;;;;;0
572400102;Cite de la Chapelle(partie);57240;Freyming-Merlebach;45,1;32,4;10006;16624;23942;0,8;4346;7940;11636;14416;19052;22248;26252;31712;7,3;9;0,4;50;5,7;2,9;38,8;2,6;0
572400103;Sainte-Barbe;57240;Freyming-Merlebach;34,3;34,4;9736;15214;19844;0,7;4716;8032;11076;13134;16706;18384;21100;24796;5,3;6,4;0,3;42,4;5,1;0,5;50,8;1,2;0
572400104;Quartier Sainte-Marie Hessellach;57240;Freyming-Merlebach;42,7;35,7;8786;15955;23098;0,9;3095;7270;10398;13340;18422;21246;25060;30580;9,9;11,5;0,4;50,3;4,8;3,7;36,7;4,5;0
572400105;Freyming-Merlebach Nord;57240;Freyming-Merlebach;42,7;38,2;8902;15746;23154;0,9;3128;7412;10338;12750;18414;21566;25114;30916;9,9;11,1;0,4;52,6;5,8;4,1;34,5;3;0
572400106;Cites Sainte-Fontaine Hochwald Reumeaux;57240;Freyming-Merlebach;;;14548;18672;24034;0,5;9912;13389;15338;16902;21056;23018;25549;30072;3;4;0,3;48,7;3,8;2,4;43,8;1,3;0
573060101;Le Konacker;57306;Hayange;35,4;23,4;12748;18910;26232;0,7;7090;10900;14292;16514;21556;24708;28592;35410;5;6,6;0,3;31,7;3,1;2,5;27,6;35,1;0
573060103;Marspich La Vierge;57306;Hayange;46,1;21,5;13566;20840;28294;0,7;8610;11784;15170;17648;23374;26200;30086;37466;4,4;5,4;0,3;38,9;2,8;2,8;23,1;32,4;0
573060104;Cite du Bruhl;57306;Hayange;54,8;11,3;16809;22932;31176;0,6;10840;15468;18252;20882;25552;29060;32706;38778;3,6;4,6;0,3;30,5;2,2;2,6;30,9;33,8;0
573060105;Faubourg Sainte-Catherine Patural;57306;Hayange;35,9;32,9;9716;16239;23418;0,8;3609;7976;10992;14154;18632;21730;26142;31540;8,7;10,5;0,4;40,3;4,2;2,5;29,1;23,9;0
573060106;Cites du Gargan Bellevue La Cerisaie;57306;Hayange;36,4;26,9;11582;17152;23262;0,7;5610;9404;13086;15056;19212;21758;25332;31988;5,7;7,5;0,3;37,7;4,2;1,7;33,4;23;0
573060108;Saint-Nicolas En Foret;57306;Hayange;43,5;26,2;11702;19096;25268;0,7;5028;10308;13386;16182;21588;23665;27452;32102;6,4;7,3;0,3;45,4;4,2;2;24,5;23,9;0
574330101;Routes de Metz Thionville(ouest);57433;Maizières-lès-Metz;46,9;28,5;11280;17525;24200;0,7;6212;9804;12646;15224;19750;22620;26194;31640;5,1;6,7;0,3;58,6;4,3;1,4;22,8;12,9;0
574330102;Cite Les Ecarts Les Quatre Chemins;57433;Maizières-lès-Metz;48,2;23;12760;18558;25856;0,7;7684;11250;13772;16130;21334;24400;27592;33568;4,4;5,3;0,3;61,6;4,2;1,7;14,2;18,3;0
574330103;Rte de Thionville Est Rue des Pres Nord;57433;Maizières-lès-Metz;56,1;16,6;14882;21074;28554;0,6;7842;13090;16078;18518;23722;26992;30736;37432;4,8;5,9;0,3;47;3,4;4,4;32,6;12,6;0
574330104;Brieux;57433;Maizières-lès-Metz;;;10530;16304;23594;0,8;4532;8666;11398;13540;19000;22108;25134;29744;6,6;7,4;0,3;48;4;1,7;37,6;8,7;0
574630101;Devant-Les-Ponts Frieres Lenotre;57463;Metz;59,1;21,4;13632;20936;28596;0,7;8572;11848;15532;18516;23700;27150;31174;38894;4,5;6,3;0,3;55,6;2,8;4,8;28,2;8,6;0
